FUENTE_PAGO,ID_PAGO,FECHA_PAGO,FECHA_REMESA,IDCLIENTE,IDMOROSO,MONTO
MEMO_PAGO_OPERADOR,776693,2020-05-11,2020-05-11,FRANCES_2012,2086,6510
MEMO_PAGO_OPERADOR,809285,2020-10-19,2020-10-19,FRANCES_2012,4054,3570
MEMO_PAGO_OPERADOR,773079,2020-04-27,2020-10-27,FRANCES_2012,5383,0
MEMO_PAGO_OPERADOR,809641,2020-10-20,2020-10-21,FRANCES_2012,2824,1100
MEMO_PAGO_OPERADOR,865387,2021-07-07,2021-07-08,FRANCES_2012,9869,1910
MEMO_PAGO_OPERADOR,824756,2020-12-22,2020-12-23,FRANCES_2012,3688,5000
MEMO_PAGO_OPERADOR,785437,2020-06-25,2020-07-03,HSBC_LEGALES_TEMP,2260,3540
PAGOPOTENCIAL,97622,2020-05-09,,AMEX_TNLM,8045,5000
MEMO_PAGO_OPERADOR,795858,2020-08-21,2020-08-25,HSBC_LEGALES_TEMP,8375,5424
MEMO_PAGO_OPERADOR,769753,2020-04-06,2020-05-27,HSBC_LEGALES_TEMP,7794,2186
PAGOPOTENCIAL,64155,2020-03-19,,AMEX_PARM,2746,50000
MEMO_PAGO_OPERADOR,796691,2020-08-21,,FRANCES_2012,1684,0
MEMO_PAGO_OPERADOR,806922,2020-10-08,,HSBC_LEGALES14,4053,0
MEMO_PAGO_OPERADOR,760816,2020-02-15,2020-10-27,FRANCES_2012,4478,0
MEMO_PAGO_OPERADOR,836147,2021-02-08,2021-02-08,FRANCES_2012,4742,1810
MEMO_PAGO_OPERADOR,783001,2020-06-11,2020-06-16,BSR_TARDIA,1287,20100
PAGOPOTENCIAL,95086,2020-05-01,,AMEX_PELM,3697,600
MEMO_PAGO_OPERADOR,802318,2020-09-14,2020-09-15,FRANCES_2012,9932,8000
MEMO_PAGO_OPERADOR,811958,2020-11-05,,HSBC_LEGALES_TEMP,4744,0
MEMO_PAGO_OPERADOR,804854,2020-09-28,2020-09-29,FRANCES_2012,6558,1350
PAGOPOTENCIAL,15969,2020-10-13,,AMEX_PALM,4515,3910
MEMO_PAGO_OPERADOR,813042,2020-11-11,2020-11-12,FRANCES_2012,8506,1000
MEMO_PAGO_OPERADOR,751375,2020-01-07,2020-01-08,FRANCES_2012,1029,2370
MEMO_PAGO_OPERADOR,756163,2020-01-21,2020-10-27,FRANCES_2012,7168,0
MEMO_PAGO_OPERADOR,821610,2020-12-09,2020-12-10,FRANCES_2012,5076,9332
MEMO_PAGO_OPERADOR,787979,2020-07-07,2020-07-08,FRANCES_2012,2711,13800
PAGOPOTENCIAL,59489,2020-07-07,,AMEX_PNCM,5879,9000
MEMO_PAGO_OPERADOR,763731,2020-02-28,2020-10-27,FRANCES_2012,6683,0
MEMO_PAGO_OPERADOR,803680,2020-09-21,,FRANCES_2012,6457,0
MEMO_PAGO_OPERADOR,863581,2021-06-23,2021-06-23,FRANCES_2012,7581,3800
MEMO_PAGO_OPERADOR,827180,2021-01-05,2021-01-05,FRANCES_2012,2976,1870
MEMO_PAGO_OPERADOR,828180,2021-01-13,2021-01-13,FRANCES_2012,1812,3040
MEMO_PAGO_OPERADOR,849095,2021-04-23,2021-04-29,FRANCES_2012,4584,11500
MEMO_PAGO_OPERADOR,763897,2020-03-02,2020-03-04,FRANCES_2012,2449,2125
PAGOPOTENCIAL,112426,2021-02-09,,AMEX_PALM,5277,3300
MEMO_PAGO_OPERADOR,767714,2020-03-16,2020-03-17,FRANCES_2012,2997,3850
PAGOPOTENCIAL,43433,2020-08-18,,AMEX_PALM,1849,1800
MEMO_PAGO_OPERADOR,802548,2020-09-14,2020-09-16,FRANCES_2012,3737,6600
MEMO_PAGO_OPERADOR,840638,2021-03-11,2021-03-12,FRANCES_2012,4214,1540
MEMO_PAGO_OPERADOR,806971,2020-10-09,2020-10-09,FRANCES_2012,6730,25130
MEMO_PAGO_OPERADOR,763758,2020-03-02,2020-03-10,HSBC_LEGALES_TEMP,3149,1800
MEMO_PAGO_OPERADOR,760461,2020-02-10,2020-02-14,FRANCES_2012,4860,1950
MEMO_PAGO_OPERADOR,837966,2021-02-25,2021-03-01,BSR_TARDIA,7616,3022
MEMO_PAGO_OPERADOR,845885,2021-04-12,2021-04-13,BSR_TARDIA,6087,15500
MEMO_PAGO_OPERADOR,774650,2020-04-28,2020-10-27,FRANCES_2012,7575,0
MEMO_PAGO_OPERADOR,772350,2020-04-21,2020-04-22,FRANCES_2012,9365,2700
MEMO_PAGO_OPERADOR,755937,2020-01-24,2020-01-24,FRANCES_2012,3097,12840
MEMO_PAGO_OPERADOR,824240,2020-12-18,2020-12-21,FRANCES_2012,8518,10435
MEMO_PAGO_OPERADOR,845944,2021-04-10,2021-04-13,FRANCES_2012,2213,12000
MEMO_PAGO_OPERADOR,758001,2020-01-31,2020-02-03,FRANCES_2012,1401,2000
PAGOPOTENCIAL,48141,2020-03-04,,AMEX_PNCM,5835,190000
MEMO_PAGO_OPERADOR,834096,2021-01-29,2021-01-29,FRANCES_2012,7704,2393
PAGO,889650,2020-02-28,,FRANCES_2012,6738,1000
MEMO_PAGO_OPERADOR,760542,2020-02-12,2020-10-27,FRANCES_2012,4937,0
MEMO_PAGO_OPERADOR,769499,2020-04-02,2020-04-02,FRANCES_2012,9961,3000
MEMO_PAGO_OPERADOR,802689,2020-09-16,2020-09-18,BSR_TARDIA,7384,100
MEMO_PAGO_OPERADOR,827537,2021-01-08,2021-01-08,FRANCES_2012,5693,12000
MEMO_PAGO_OPERADOR,757104,2020-01-29,2020-01-30,FRANCES_2012,3774,2100
MEMO_PAGO_OPERADOR,825886,2020-12-31,2021-01-06,FRANCES_2012,1478,2500
MEMO_PAGO_OPERADOR,825708,2020-12-29,2020-12-30,FRANCES_2012,4066,2700
MEMO_PAGO_OPERADOR,836378,2021-02-10,,FRANCES_2012,2928,0
MEMO_PAGO_OPERADOR,792187,2020-07-30,2020-07-30,FRANCES_2012,8209,8035
PAGOPOTENCIAL,28676,2020-08-08,,HSBC_2019,1059,8970
PAGOPOTENCIAL,48731,2020-06-26,,AMEX_PALM,2797,800
MEMO_PAGO_OPERADOR,793817,2020-08-10,2020-08-11,FRANCES_2012,3207,886
PAGOPOTENCIAL,54276,2020-08-30,,AMEX_TNLM,3251,500
PAGOPOTENCIAL,48617,2020-06-25,,AMEX_PARM,6104,500
PAGOPOTENCIAL,71713,2020-04-01,,AMEX_PALM,3335,6500
MEMO_PAGO_OPERADOR,836131,2021-02-08,2021-02-08,FRANCES_2012,2657,6825
MEMO_PAGO_OPERADOR,839317,2021-03-09,2021-03-10,FRANCES_2012,7270,4700
MEMO_PAGO_OPERADOR,811406,2020-10-30,2020-10-30,FRANCES_2012,1786,4100
MEMO_PAGO_OPERADOR,777406,2020-05-13,2020-05-15,BSR_TARDIA,6162,7714.32
MEMO_PAGO_OPERADOR,856300,2021-05-20,2021-05-21,FRANCES_2012,8800,41883
MEMO_PAGO_OPERADOR,857400,2021-05-21,2021-05-27,BSR_TARDIA,3804,3470
MEMO_PAGO_OPERADOR,811454,2020-10-30,2020-11-02,FRANCES_2012,1945,17000
PAGOPOTENCIAL,23685,2020-10-23,,AMEX_PBRM,8493,1822.2
MEMO_PAGO_OPERADOR,779678,2020-05-22,2020-05-26,FRANCES_2012,6826,930
MEMO_PAGO_OPERADOR,832540,2021-01-24,2021-01-25,FRANCES_2012,6845,1900
MEMO_PAGO_OPERADOR,791233,2020-07-24,2020-07-27,FRANCES_2012,2371,8100
MEMO_PAGO_OPERADOR,772286,2020-04-21,2020-10-27,FRANCES_2012,5256,0
MEMO_PAGO_OPERADOR,777598,2020-05-14,2020-05-14,FRANCES_2012,5478,9006
MEMO_PAGO_OPERADOR,798929,2020-08-31,2020-09-02,FRANCES_2012,3090,2200
MEMO_PAGO_OPERADOR,847180,2021-04-14,2021-04-15,FRANCES_2012,4156,2200
MEMO_PAGO_OPERADOR,830585,2021-01-15,2021-01-18,BSR_TARDIA,5811,12500
MEMO_PAGO_OPERADOR,818795,2020-12-02,2020-12-09,FRANCES_2012,4711,38500
MEMO_PAGO_OPERADOR,786489,2020-06-30,2020-06-30,FRANCES_2012,7864,108000
MEMO_PAGO_OPERADOR,755127,2020-01-20,2020-01-21,FRANCES_2012,4814,5640
MEMO_PAGO_OPERADOR,756993,2020-01-29,2020-10-27,FRANCES_2012,7352,0
MEMO_PAGO_OPERADOR,787609,2020-07-04,2020-07-07,FRANCES_2012,5516,4000
MEMO_PAGO_OPERADOR,804721,2020-09-28,,FRANCES_2012,9982,0
MEMO_PAGO_OPERADOR,762445,2020-02-26,2020-02-26,BSR_TARDIA,2031,17271.78
MEMO_PAGO_OPERADOR,805880,2020-10-03,,FRANCES_2012,9735,0
MEMO_PAGO_OPERADOR,787954,2020-07-07,2020-07-08,FRANCES_2012,9256,1940
MEMO_PAGO_OPERADOR,761807,2020-02-17,2020-02-21,FRANCES_2012,1804,1900
PAGOPOTENCIAL,116237,2021-04-08,,AMEX_PALM,7056,1200
MEMO_PAGO_OPERADOR,764672,2020-03-05,2020-03-06,FRANCES_2012,9176,1500
MEMO_PAGO_OPERADOR,782237,2020-06-07,2020-06-09,FRANCES_2012,7648,9000
PAGOPOTENCIAL,29172,2020-06-05,,AMEX_PNCM,1708,18400
MEMO_PAGO_OPERADOR,787328,2020-07-03,2020-07-21,HSBC_LEGALES14,5923,2924
MEMO_PAGO_OPERADOR,762239,2020-02-24,2020-02-26,FRANCES_2012,3544,3380
MEMO_PAGO_OPERADOR,779173,2020-05-21,2020-05-26,BSR_TARDIA,7442,5200
MEMO_PAGO_OPERADOR,768378,2020-03-18,2020-10-27,FRANCES_2012,6455,0
MEMO_PAGO_OPERADOR,789530,2020-07-17,2020-07-21,BSR_TARDIA,2286,1700
MEMO_PAGO_OPERADOR,784311,2020-06-19,2020-10-27,FRANCES_2012,3044,0
PAGOPOTENCIAL,112188,2021-01-12,,AMEX_TNLM,1588,4000
MEMO_PAGO_OPERADOR,822313,2020-12-14,2020-12-14,FRANCES_2012,9973,5000
MEMO_PAGO_OPERADOR,777155,2020-05-12,2020-10-27,FRANCES_2012,7908,0
MEMO_PAGO_OPERADOR,783091,2020-06-11,2020-06-12,FRANCES_2012,7003,4652
MEMO_PAGO_OPERADOR,754857,2020-01-17,2020-01-20,FRANCES_2012,2411,1700
MEMO_PAGO_OPERADOR,837045,2021-02-17,2021-02-18,FRANCES_2012,6295,3700
MEMO_PAGO_OPERADOR,806360,2020-10-07,2020-10-13,HSBC_LEGALES14,7469,40000
MEMO_PAGO_OPERADOR,770064,2020-04-07,2020-04-07,FRANCES_2012,4489,8000
MEMO_PAGO_OPERADOR,769230,2020-03-09,2020-03-30,FRANCES_2012,8077,5700
MEMO_PAGO_OPERADOR,756496,2020-01-27,2020-01-28,FRANCES_2012,8278,3000
PAGOPOTENCIAL,49349,2020-06-25,,AMEX_PALM,4754,3800
MEMO_PAGO_OPERADOR,816010,2020-11-18,2020-11-19,FRANCES_2012,3732,4000
MEMO_PAGO_OPERADOR,798899,2020-08-31,2020-08-31,FRANCES_2012,7523,8500
MEMO_PAGO_OPERADOR,836293,2021-02-08,,HSBC_LEGALES14,9871,0
MEMO_PAGO_OPERADOR,810125,2020-10-22,2020-10-23,FRANCES_2012,4164,3000
MEMO_PAGO_OPERADOR,784189,2020-06-17,2020-10-27,FRANCES_2012,1133,0
MEMO_PAGO_OPERADOR,865240,2021-07-07,2021-07-07,FRANCES_2012,4939,8710
MEMO_PAGO_OPERADOR,803789,2020-09-22,2020-09-23,FRANCES_2012,1898,3000
PAGOPOTENCIAL,31286,2020-02-12,,AMEX_TNCM,3374,3003
MEMO_PAGO_OPERADOR,779618,2020-05-23,2020-05-27,HSBC_2019,4585,12533
MEMO_PAGO_OPERADOR,769403,2020-04-01,2020-04-01,FRANCES_2012,5593,5000
MEMO_PAGO_OPERADOR,862435,2021-06-07,2021-06-10,FRANCES_2012,8683,7680
PAGOPOTENCIAL,111219,2021-01-07,,HSBC_LEGALES_TEMP,9792,13720
MEMO_PAGO_OPERADOR,805242,2020-09-30,2020-09-30,FRANCES_2012,6284,600
PAGOPOTENCIAL,118444,2021-05-28,,AMEX_ALHR,3964,6000
MEMO_PAGO_OPERADOR,751482,2020-01-06,2020-01-08,FRANCES_2012,2665,1385
MEMO_PAGO_OPERADOR,822321,2020-12-14,2020-12-14,FRANCES_2012,2144,3500
MEMO_PAGO_OPERADOR,792528,2020-07-31,2020-08-04,BSR_TARDIA,2835,2000
MEMO_PAGO_OPERADOR,764964,2020-03-05,2020-03-09,FRANCES_2012,5950,2720
MEMO_PAGO_OPERADOR,796710,2020-08-25,2020-08-26,FRANCES_2012,1592,19000
MEMO_PAGO_OPERADOR,869026,2021-07-21,2021-07-22,FRANCES_2012,2863,3500
MEMO_PAGO_OPERADOR,764686,2020-03-05,2020-03-10,HSBC_LEGALES_TEMP,3549,6010
MEMO_PAGO_OPERADOR,804660,2020-09-25,2020-09-28,FRANCES_2012,7933,3100
MEMO_PAGO_OPERADOR,777269,2020-05-12,2020-05-13,FRANCES_2012,7681,3608
MEMO_PAGO_OPERADOR,808874,2020-10-15,2020-10-19,BSR_TARDIA,2920,30000
MEMO_PAGO_OPERADOR,859299,2021-05-20,2021-06-01,FRANCES_2012,7958,8000
MEMO_PAGO_OPERADOR,869361,2021-07-26,,FRANCES_2012,3212,3500
MEMO_PAGO_OPERADOR,849688,2021-04-22,2021-04-29,FRANCES_2012,8586,7500
MEMO_PAGO_OPERADOR,824384,2020-12-18,,FRANCES_2012,1390,0
MEMO_PAGO_OPERADOR,750686,2020-01-03,2020-01-03,FRANCES_2012,6508,4000
MEMO_PAGO_OPERADOR,773972,2020-04-30,2020-04-30,FRANCES_2012,5272,3400
PAGOPOTENCIAL,116039,2021-04-08,,HSBC_LEGALES14,7136,3200
MEMO_PAGO_OPERADOR,818456,2020-11-30,2020-11-30,FRANCES_2012,7803,2815
MEMO_PAGO_OPERADOR,851901,2021-05-07,2021-05-10,FRANCES_2012,4999,4000
MEMO_PAGO_OPERADOR,778749,2020-05-20,2020-06-04,HSBC_LEGALES_TEMP,8368,3330
MEMO_PAGO_OPERADOR,793595,2020-08-07,2020-08-10,FRANCES_2012,2388,3459
MEMO_PAGO_OPERADOR,759038,2020-02-07,2020-02-10,FRANCES_2012,7628,3600
PAGOPOTENCIAL,63512,2020-03-18,,AMEX_PALM,6912,15065.71
PAGOPOTENCIAL,111295,2021-01-08,,HSBC_LEGALES14,1157,4200
MEMO_PAGO_OPERADOR,809460,2020-10-19,2020-10-20,FRANCES_2012,8761,17740
MEMO_PAGO_OPERADOR,781179,2020-06-02,2020-06-03,BSR_TARDIA,5081,18400
MEMO_PAGO_OPERADOR,759039,2020-02-07,2020-02-10,FRANCES_2012,4032,135
MEMO_PAGO_OPERADOR,815775,2020-11-17,2020-11-18,FRANCES_2012,8857,10170
PAGOPOTENCIAL,107345,2020-11-15,,AMEX_PALM,8262,3118.04
MEMO_PAGO_OPERADOR,799459,2020-09-03,2020-09-08,BSR_TARDIA,2185,10140
MEMO_PAGO_OPERADOR,792560,2020-07-31,2020-07-31,FRANCES_2012,4640,3375
MEMO_PAGO_OPERADOR,858770,2021-05-27,2021-06-01,BSR_TARDIA,4938,7450
MEMO_PAGO_OPERADOR,856103,2021-05-19,2021-05-20,FRANCES_2012,5120,2160
MEMO_PAGO_OPERADOR,770365,2020-04-09,2020-04-13,FRANCES_2012,5113,6060
MEMO_PAGO_OPERADOR,753469,2020-01-16,2020-01-17,FRANCES_2012,4771,900
PAGOPOTENCIAL,57925,2020-07-06,,AMEX_TNRM,8276,8650
MEMO_PAGO_OPERADOR,799521,2020-09-04,2020-09-04,FRANCES_2012,7445,6780
MEMO_PAGO_OPERADOR,761703,2020-02-20,2020-02-20,FRANCES_2012,6117,13950
MEMO_PAGO_OPERADOR,851279,2021-05-03,2021-05-04,FRANCES_2012,6836,200
PAGOPOTENCIAL,109816,2020-12-23,,AMEX_PARM,1408,9000
MEMO_PAGO_OPERADOR,799259,2020-09-02,2020-09-02,FRANCES_2012,9078,10500
MEMO_PAGO_OPERADOR,782780,2020-06-10,2020-06-12,BSR_TARDIA,6226,30600
MEMO_PAGO_OPERADOR,803476,2020-08-21,2020-09-21,FRANCES_2012,7245,3400
MEMO_PAGO_OPERADOR,772794,2020-04-24,2020-04-28,HSBC_2019,3705,8100
MEMO_PAGO_OPERADOR,796650,2020-08-25,2020-08-25,FRANCES_2012,9648,3400
MEMO_PAGO_OPERADOR,788028,2020-07-08,2020-07-14,BSR_TARDIA,6195,6876.26
MEMO_PAGO_OPERADOR,804254,2020-09-24,2020-09-25,FRANCES_2012,8685,2902
MEMO_PAGO_OPERADOR,771342,2020-04-16,2020-04-17,FRANCES_2012,9092,170
MEMO_PAGO_OPERADOR,853368,2021-05-12,2021-05-12,FRANCES_2012,4556,7125
MEMO_PAGO_OPERADOR,862363,2021-06-09,2021-06-09,FRANCES_2012,8180,8350
MEMO_PAGO_OPERADOR,762222,2020-02-21,2020-02-26,FRANCES_2012,5055,2000
MEMO_PAGO_OPERADOR,784012,2020-06-11,2020-06-19,BSR_TARDIA,8612,1140
MEMO_PAGO_OPERADOR,799139,2020-08-29,,FRANCES_2012,6517,0
MEMO_PAGO_OPERADOR,779578,2020-05-22,2020-10-27,FRANCES_2012,9783,0
MEMO_PAGO_OPERADOR,769579,2020-04-03,2020-04-06,BSR_TARDIA,8172,2837.08
MEMO_PAGO_OPERADOR,757522,2020-01-09,2020-01-31,FRANCES_2012,6165,300
MEMO_PAGO_OPERADOR,789309,2020-07-16,2020-07-16,FRANCES_2012,6673,1900
MEMO_PAGO_OPERADOR,851851,2021-05-07,2021-05-10,FRANCES_2012,8999,3000
MEMO_PAGO_OPERADOR,772581,2020-04-23,2020-10-27,FRANCES_2012,3048,0
MEMO_PAGO_OPERADOR,779616,2020-05-26,2020-05-26,BSR_TARDIA,3074,1048.25
MEMO_PAGO_OPERADOR,790585,2020-07-02,2020-07-25,BSR_TARDIA,3372,8000
PAGOPOTENCIAL,111657,2021-01-19,,HSBC_2019,8895,5400
MEMO_PAGO_OPERADOR,787990,2020-07-07,2020-07-14,BSR_TARDIA,5891,3470
MEMO_PAGO_OPERADOR,824684,2020-12-22,2020-12-23,FRANCES_2012,5617,1500
MEMO_PAGO_OPERADOR,789796,2020-07-17,2020-07-22,BSR_TARDIA,4104,6000
PAGOPOTENCIAL,29045,2020-02-05,,AMEX_PARM,4236,2000
MEMO_PAGO_OPERADOR,811992,2020-11-05,2020-11-06,BSR_TARDIA,8768,26900
MEMO_PAGO_OPERADOR,752035,2020-01-10,2020-01-10,FRANCES_2012,5144,5100
PAGOPOTENCIAL,107527,2020-11-17,,AMEX_PALM,9427,4334
MEMO_PAGO_OPERADOR,838717,2021-03-04,,FRANCES_2012,2143,0
MEMO_PAGO_OPERADOR,751797,2020-01-09,2020-10-27,FRANCES_2012,5872,0
MEMO_PAGO_OPERADOR,788324,2020-07-12,2020-07-13,FRANCES_2012,9550,6500
MEMO_PAGO_OPERADOR,800004,2020-09-07,2020-09-08,FRANCES_2012,1629,3100
PAGOPOTENCIAL,95622,2020-05-05,,AMEX_PNCM,8738,79326.2
PAGOPOTENCIAL,18525,2020-05-26,,AMEX_PBRM,8791,4822
MEMO_PAGO_OPERADOR,809810,2020-10-21,2020-10-21,FRANCES_2012,4482,2500
PAGOPOTENCIAL,116298,2021-04-14,,AMEX_ALHR,7274,3000
MEMO_PAGO_OPERADOR,804372,2020-09-24,,BSR_TARDIA,7369,0
MEMO_PAGO_OPERADOR,758297,2020-02-04,2020-10-27,FRANCES_2012,8986,0
PAGOPOTENCIAL,31840,2020-06-08,,AMEX_PALM,1529,10000
MEMO_PAGO_OPERADOR,752987,2020-01-14,2020-01-15,HSBC_LEGALES_TEMP,1241,6300
MEMO_PAGO_OPERADOR,796406,2020-08-24,2020-08-25,FRANCES_2012,5946,1620
MEMO_PAGO_OPERADOR,760476,2020-02-12,2020-02-14,FRANCES_2012,3024,2600
MEMO_PAGO_OPERADOR,759924,2020-02-11,2020-02-12,FRANCES_2012,8448,2500
MEMO_PAGO_OPERADOR,845879,2021-04-12,2021-04-13,BSR_TARDIA,7460,15600
PAGOPOTENCIAL,109900,2020-12-28,,AMEX_PALM,9012,6800
MEMO_PAGO_OPERADOR,751518,2020-01-08,2020-10-27,FRANCES_2012,8126,0
PAGOPOTENCIAL,84176,2020-07-27,,AMEX_PNCM,9930,30000
MEMO_PAGO_OPERADOR,827448,2021-01-07,2021-01-08,BSR_TARDIA,8706,2650
PAGOPOTENCIAL,123512,2021-07-15,,HSBC_LEGALES_TEMP,8500,8000
MEMO_PAGO_OPERADOR,772834,2020-04-24,2020-04-24,FRANCES_2012,3103,4100
MEMO_PAGO_OPERADOR,752404,2020-01-13,2020-01-13,FRANCES_2012,6292,8371
MEMO_PAGO_OPERADOR,811699,2020-11-02,2020-11-06,BSR_TARDIA,4171,18136
MEMO_PAGO_OPERADOR,805392,2020-09-30,2020-09-30,FRANCES_2012,2446,4200
MEMO_PAGO_OPERADOR,854728,2021-05-05,2021-05-17,BSR_TARDIA,2685,3300
MEMO_PAGO_OPERADOR,789099,2020-07-15,2020-07-15,FRANCES_2012,5868,2390
MEMO_PAGO_OPERADOR,771731,2020-04-17,2020-04-20,FRANCES_2012,4858,6120
MEMO_PAGO_OPERADOR,778099,2020-05-15,2020-05-19,FRANCES_2012,5321,1350
MEMO_PAGO_OPERADOR,781468,2020-06-04,2020-06-04,FRANCES_2012,9723,2500
MEMO_PAGO_OPERADOR,809603,2020-10-20,2020-10-22,BSR_TARDIA,6694,10409
MEMO_PAGO_OPERADOR,752492,2020-01-13,2020-10-27,FRANCES_2012,5106,0
MEMO_PAGO_OPERADOR,839146,2021-03-06,2021-03-09,FRANCES_2012,3464,1305
MEMO_PAGO_OPERADOR,821967,2020-12-11,2020-12-11,FRANCES_2012,6023,2700
PAGOPOTENCIAL,23535,2020-02-03,,AMEX_PALM,8408,3100
MEMO_PAGO_OPERADOR,789413,2020-07-14,2020-07-21,BSR_TARDIA,9465,3400
PAGOPOTENCIAL,112375,2021-02-10,,HSBC_LEGALES_TEMP,6805,5360
MEMO_PAGO_OPERADOR,783552,2020-06-16,2020-06-16,FRANCES_2012,5664,1800
MEMO_PAGO_OPERADOR,773830,2020-04-29,2020-04-30,FRANCES_2012,6153,1200
MEMO_PAGO_OPERADOR,805316,2020-09-29,,FRANCES_2012,9857,0
MEMO_PAGO_OPERADOR,863444,2021-06-18,,HSBC_2019,1635,0
MEMO_PAGO_OPERADOR,787206,2020-07-02,2020-10-27,FRANCES_2012,8699,0
PAGOPOTENCIAL,100147,2020-05-18,,AMEX_PARM,8919,259816
MEMO_PAGO_OPERADOR,778097,2020-05-15,2020-05-18,FRANCES_2012,7790,14000
MEMO_PAGO_OPERADOR,788871,2020-07-14,,HSBC_LEGALES_TEMP,8749,0
MEMO_PAGO_OPERADOR,849340,2021-04-26,2021-04-29,FRANCES_2012,8663,2800
MEMO_PAGO_OPERADOR,869307,2021-07-26,,FRANCES_2012,2413,5450
PAGOPOTENCIAL,82869,2020-07-21,,AMEX_PALM,9841,2500
PAGOPOTENCIAL,108803,2020-11-10,,AMEX_PALM,8411,2480
MEMO_PAGO_OPERADOR,756485,2020-01-21,2020-01-28,FRANCES_2012,4011,1440
MEMO_PAGO_OPERADOR,774079,2020-04-30,2020-04-30,FRANCES_2012,8796,2520
MEMO_PAGO_OPERADOR,777069,2020-05-12,2020-05-12,FRANCES_2012,6686,200
MEMO_PAGO_OPERADOR,774324,2020-05-04,2020-05-11,HSBC_LEGALES_TEMP,5903,4955
MEMO_PAGO_OPERADOR,866935,2021-07-13,2021-07-13,FRANCES_2012,8405,5378
MEMO_PAGO_OPERADOR,781999,2020-06-08,2020-06-09,FRANCES_2012,5024,4100
MEMO_PAGO_OPERADOR,816515,2020-11-09,2020-11-24,FRANCES_2012,4494,7000
MEMO_PAGO_OPERADOR,861185,2021-06-08,,HSBC_LEGALES14,7510,0
MEMO_PAGO_OPERADOR,758979,2020-02-07,2020-02-11,HSBC_2019,3023,11645
PAGOPOTENCIAL,31871,2020-08-13,,AMEX_PFLM,5731,640
MEMO_PAGO_OPERADOR,758407,2020-02-05,2020-02-05,FRANCES_2012,4436,10000
PAGOPOTENCIAL,26922,2020-06-04,,AMEX_TNRM,1792,8650
MEMO_PAGO_OPERADOR,856117,2021-05-19,,FRANCES_2012,1977,3100
MEMO_PAGO_OPERADOR,788357,2020-07-09,2020-07-15,FRANCES_2012,2228,50
PAGOPOTENCIAL,61899,2020-03-11,,AMEX_TNLM,8022,1275.94
MEMO_PAGO_OPERADOR,772295,2020-04-21,2020-04-23,BSR_TARDIA,4178,13703.41
MEMO_PAGO_OPERADOR,786028,2020-06-26,2020-10-27,FRANCES_2012,5062,0
MEMO_PAGO_OPERADOR,779354,2020-05-22,2020-10-27,FRANCES_2012,3052,0
MEMO_PAGO_OPERADOR,792088,2020-07-30,2020-08-05,HSBC_LEGALES_TEMP,7737,1805
PAGOPOTENCIAL,123552,2021-07-14,,AMEX_PALM,3631,6550
MEMO_PAGO_OPERADOR,755220,2020-01-21,2020-01-21,FRANCES_2012,2953,1640
MEMO_PAGO_OPERADOR,853521,2021-05-06,2021-05-13,FRANCES_2012,6882,5000
MEMO_PAGO_OPERADOR,815900,2020-11-17,2020-11-19,FRANCES_2012,2235,3915
PAGOPOTENCIAL,122182,2021-06-30,,HSBC_LEGALES14,9202,23500
MEMO_PAGO_OPERADOR,818664,2020-11-30,2020-12-03,FRANCES_2012,6582,2800
MEMO_PAGO_OPERADOR,812792,2020-11-10,2020-11-11,FRANCES_2012,2288,2554
MEMO_PAGO_OPERADOR,836003,2021-02-05,2021-02-08,FRANCES_2012,5394,16100
MEMO_PAGO_OPERADOR,754876,2020-01-19,2020-01-20,FRANCES_2012,2889,1820
PAGOPOTENCIAL,37865,2020-06-17,,AMEX_PARM,9622,50000
MEMO_PAGO_OPERADOR,868878,2021-07-20,2021-07-20,FRANCES_2012,1405,2511
MEMO_PAGO_OPERADOR,753451,2020-01-16,2020-01-17,FRANCES_2012,3440,2460
MEMO_PAGO_OPERADOR,778595,2020-03-06,2020-10-27,FRANCES_2012,9146,0
MEMO_PAGO_OPERADOR,796206,2020-08-21,,HSBC_LEGALES_TEMP,4553,0
PAGOPOTENCIAL,32041,2020-08-13,,AMEX_PARM,9493,31000
MEMO_PAGO_OPERADOR,760449,2020-02-12,2020-10-27,FRANCES_2012,4299,0
PAGOPOTENCIAL,97419,2020-01-10,,AMEX_PALM,2606,4200
MEMO_PAGO_OPERADOR,796325,2020-08-24,2020-08-25,FRANCES_2012,2636,7200
MEMO_PAGO_OPERADOR,779011,2020-05-21,2020-05-22,BSR_TARDIA,8753,5840
PAGOPOTENCIAL,16211,2020-10-15,,AMEX_PALM,3206,4950
MEMO_PAGO_OPERADOR,791528,2020-07-27,2020-10-27,FRANCES_2012,2464,0
PAGOPOTENCIAL,107734,2020-11-24,,AMEX_TNLM,5419,3200
MEMO_PAGO_OPERADOR,839093,2021-03-05,2021-03-10,BSR_TARDIA,9835,2880
MEMO_PAGO_OPERADOR,848881,2021-04-21,2021-04-21,FRANCES_2012,9396,16000
MEMO_PAGO_OPERADOR,753809,2020-01-20,2020-01-20,FRANCES_2012,3300,1850
MEMO_PAGO_OPERADOR,832838,2021-01-27,2021-01-27,BSR_TARDIA,3960,14167
PAGOPOTENCIAL,115799,2021-03-29,,AMEX_PALM,3621,800
MEMO_PAGO_OPERADOR,792457,2020-07-31,2020-07-31,FRANCES_2012,9521,200
MEMO_PAGO_OPERADOR,854660,2021-05-14,,HSBC_2019,5655,0
